"polygon_id","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","delta_forest_sp","delta_agriculture_sp","delta_generalist_sp"
"1_150",55750000,47410000,5760000,91550000,1479660000,1680130000,28,28,55,111,58320000,47850000,13300000,70660000,1.49e+09,1680130000,18,11,57,86,-10,-17,2
"1_151",206050000,970110000,535360000,382790000,405690000,2.5e+09,36,33,78,147,437510000,776500000,655860000,324240000,305890000,2.5e+09,28,23,75,126,-8,-10,-3
"1_152",410630000,1336870000,4780000,244120000,503600000,2.5e+09,34,30,65,129,622660000,1291730000,14930000,356120000,214560000,2.5e+09,24,19,67,110,-10,-11,2
"1_153",507360000,279410000,83600000,801490000,828140000,2.5e+09,36,36,78,150,868580000,287810000,110100000,710050000,523460000,2.5e+09,27,20,71,118,-9,-16,-7
"1_154",572850000,865400000,5750000,214080000,841920000,2.5e+09,32,30,70,132,703900000,725510000,7590000,464510000,598490000,2.5e+09,22,17,65,104,-10,-13,-5
"1_155",345510000,1177800000,29480000,110930000,836280000,2.5e+09,38,35,73,146,501120000,1002970000,48320000,318990000,628600000,2.5e+09,26,20,70,116,-12,-15,-3
"1_156",126200000,2127250000,29480000,10780000,206290000,2.5e+09,34,30,69,133,150420000,2086200000,55060000,122130000,86190000,2.5e+09,22,18,63,103,-12,-12,-6
"1_157",215360000,2062410000,9710000,28430000,184090000,2.5e+09,33,33,65,131,303870000,1960750000,26090000,38830000,170460000,2.5e+09,25,18,63,106,-8,-15,-2
"1_158",1226790000,681080000,7620000,129950000,454560000,2.5e+09,32,32,79,143,1168880000,554840000,11140000,196370000,568770000,2.5e+09,22,20,68,110,-10,-12,-11
"1_159",824830000,1161830000,1660000,1.01e+08,410680000,2.5e+09,36,34,75,145,1049210000,999090000,11860000,101510000,338330000,2.5e+09,20,15,60,95,-16,-19,-15
"1_160",713600000,232730000,25710000,510050000,1017910000,2.5e+09,33,29,66,128,709120000,229390000,36320000,639190000,885980000,2.5e+09,22,17,68,107,-11,-12,2
"1_161",484210000,1076310000,2770000,180650000,756060000,2.5e+09,35,30,73,138,593520000,1011830000,6450000,405280000,482920000,2.5e+09,23,15,67,105,-12,-15,-6
"1_162",925920000,477670000,19720000,432560000,644130000,2.5e+09,31,33,64,128,1027430000,489380000,44520000,431330000,507340000,2.5e+09,21,18,67,106,-10,-15,3
"1_163",527230000,1293730000,3050000,28310000,647680000,2.5e+09,36,33,75,144,686820000,1247940000,7900000,109560000,447780000,2.5e+09,23,15,66,104,-13,-18,-9
"1_164",12350000,94040000,30170000,4490000,1856950000,1.998e+09,34,24,51,109,15250000,89270000,34640000,4660000,1854180000,1.998e+09,14,15,49,78,-20,-9,-2
"1_165",150350000,519740000,133190000,54420000,1637230000,2494930000,36,27,70,133,174950000,495480000,153630000,63890000,1606980000,2494930000,18,19,67,104,-18,-8,-3
"1_166",404410000,1610740000,12300000,34180000,438370000,2.5e+09,34,27,64,125,536750000,1318270000,16620000,201940000,426420000,2.5e+09,24,18,71,113,-10,-9,7
"1_167",1179840000,563530000,540000,65900000,690190000,2.5e+09,33,28,65,126,1394690000,463320000,3330000,364200000,274460000,2.5e+09,18,13,58,89,-15,-15,-7
"1_168",405160000,1218250000,1940000,281740000,592910000,2.5e+09,30,27,63,120,527850000,1092820000,4710000,486960000,387660000,2.5e+09,21,17,63,101,-9,-10,0
"1_169",690450000,1197540000,7400000,166730000,437880000,2.5e+09,32,30,64,126,868980000,894100000,8420000,408060000,320440000,2.5e+09,19,16,68,103,-13,-14,4
"1_170",1091690000,611850000,1460000,182660000,612340000,2.5e+09,31,24,54,109,1156540000,439770000,2490000,423140000,478060000,2.5e+09,18,12,53,83,-13,-12,-1
"1_171",1170060000,519070000,12370000,109750000,688750000,2.5e+09,33,32,81,146,1122100000,428440000,30750000,298040000,620670000,2.5e+09,23,16,68,107,-10,-16,-13
"1_172",1165950000,632560000,6740000,138080000,556670000,2.5e+09,35,32,73,140,1368200000,537980000,15610000,213960000,364250000,2.5e+09,20,18,64,102,-15,-14,-9
"1_173",383700000,1356340000,21380000,67730000,670850000,2.5e+09,39,37,86,162,394660000,1167240000,39190000,142700000,756210000,2.5e+09,25,19,69,113,-14,-18,-17
"1_174",373670000,1367310000,920000,106260000,651840000,2.5e+09,34,30,68,132,483180000,1254650000,5540000,270420000,486210000,2.5e+09,21,19,65,105,-13,-11,-3
"1_175",1174710000,66370000,88680000,489280000,680960000,2.5e+09,30,32,66,128,1521090000,202060000,139530000,305950000,331370000,2.5e+09,22,17,67,106,-8,-15,1
"1_176",631160000,1491310000,44320000,20730000,312480000,2.5e+09,37,35,82,154,703080000,1359370000,91110000,52190000,294250000,2.5e+09,29,21,81,131,-8,-14,-1
"1_177",1275870000,27680000,61990000,577690000,556770000,2.5e+09,35,33,70,138,1461240000,61680000,98480000,553440000,325160000,2.5e+09,22,16,64,102,-13,-17,-6
"1_178",693310000,1299470000,16240000,135240000,355740000,2.5e+09,37,40,83,160,785680000,1205050000,33270000,141460000,334540000,2.5e+09,26,20,70,116,-11,-20,-13
"1_179",43680000,639190000,106510000,328830000,1381790000,2.5e+09,41,26,69,136,45480000,611760000,132320000,323010000,1387430000,2.5e+09,22,22,67,111,-19,-4,-2
"1_180",2.37e+08,1144870000,150290000,240240000,727600000,2.5e+09,39,27,80,146,297240000,1115780000,176730000,237570000,672680000,2.5e+09,21,21,68,110,-18,-6,-12
"1_181",4690000,88740000,40670000,12080000,1969870000,2116050000,34,23,61,118,6830000,83910000,43910000,11300000,1970100000,2116050000,20,18,57,95,-14,-5,-4
"1_182",263480000,1636930000,105190000,391910000,102490000,2.5e+09,39,28,70,137,283020000,1612810000,129110000,381580000,93480000,2.5e+09,18,17,58,93,-21,-11,-12
"1_183",40760000,926270000,195100000,536320000,801550000,2.5e+09,38,29,71,138,48540000,905470000,227950000,500810000,817230000,2.5e+09,29,27,72,128,-9,-2,1
"1_184",487610000,954170000,8890000,158290000,891040000,2.5e+09,28,24,53,105,645630000,832900000,19860000,224560000,777050000,2.5e+09,18,12,57,87,-10,-12,4
"1_185",179570000,1788640000,7480000,3270000,521040000,2.5e+09,36,27,64,127,260690000,1646900000,11310000,14030000,567070000,2.5e+09,23,16,66,105,-13,-11,2
"1_186",131700000,1965880000,24820000,1710000,375890000,2.5e+09,39,33,81,153,171150000,1840960000,49430000,36150000,402310000,2.5e+09,27,23,82,132,-12,-10,1
"1_187",196100000,1695170000,17150000,42350000,549230000,2.5e+09,37,30,74,141,222340000,1590760000,33010000,83740000,570150000,2.5e+09,26,21,73,120,-11,-9,-1
"1_188",499460000,1443880000,5860000,2480000,548320000,2.5e+09,36,33,77,146,639090000,1333590000,11990000,31630000,483700000,2.5e+09,26,19,79,124,-10,-14,2
"1_189",1164500000,229800000,12190000,713960000,379550000,2.5e+09,37,34,80,151,1273600000,181390000,20680000,877910000,146420000,2.5e+09,20,13,61,94,-17,-21,-19
"1_190",625470000,1248390000,48850000,15770000,561520000,2.5e+09,38,40,78,156,759080000,1106920000,78730000,33650000,521620000,2.5e+09,27,21,79,127,-11,-19,1
"1_191",1044700000,457090000,24360000,808400000,165450000,2.5e+09,34,37,71,142,1066360000,449310000,31930000,814450000,137950000,2.5e+09,19,15,62,96,-15,-22,-9
"1_192",1237830000,364860000,2440000,153880000,740990000,2.5e+09,34,36,69,139,1437220000,305300000,4220000,173180000,580080000,2.5e+09,22,18,68,108,-12,-18,-1
"1_193",650180000,53060000,37850000,650000,1449160000,2190900000,32,25,42,99,474780000,64510000,44660000,650000,1606300000,2190900000,19,14,53,86,-13,-11,11
"1_194",595070000,510110000,177160000,212230000,972170000,2466740000,31,29,67,127,536810000,499490000,220540000,207060000,1002840000,2466740000,23,22,71,116,-8,-7,4
"1_195",1710380000,455660000,58930000,10740000,264290000,2.5e+09,30,22,47,99,626940000,497610000,74340000,9480000,1291630000,2.5e+09,18,16,53,87,-12,-6,6
"1_196",595790000,1609260000,89470000,177260000,28220000,2.5e+09,33,26,65,124,556690000,1587300000,120800000,179790000,55420000,2.5e+09,17,21,61,99,-16,-5,-4
"1_197",268400000,2860000,36110000,850000,1436480000,1744700000,33,26,45,104,263280000,1740000,39770000,660000,1439250000,1744700000,18,17,55,90,-15,-9,10
"1_198",271530000,12310000,58320000,30000,1545270000,1887460000,28,24,50,102,249130000,11390000,64390000,330000,1562220000,1887460000,16,16,45,77,-12,-8,-5
"1_199",711380000,499790000,355840000,136650000,796340000,2.5e+09,39,29,66,134,868560000,469190000,427030000,106200000,629020000,2.5e+09,22,20,65,107,-17,-9,-1
"1_200",95670000,131240000,60190000,42800000,1845780000,2175680000,40,28,65,133,124150000,118150000,79590000,38090000,1815700000,2175680000,23,22,63,108,-17,-6,-2
"1_201",67030000,11850000,16070000,4190000,1488310000,1587450000,31,25,45,101,134070000,10370000,18450000,4170000,1420390000,1587450000,15,14,45,74,-16,-11,0
"1_202",293760000,1712970000,99840000,290600000,102830000,2.5e+09,43,31,66,140,292300000,1659970000,144230000,297550000,105950000,2.5e+09,25,25,72,122,-18,-6,6
"1_203",334950000,1135200000,45670000,245910000,738270000,2.5e+09,37,28,58,123,484060000,1109660000,69340000,239710000,597230000,2.5e+09,22,23,67,112,-15,-5,9
"1_204",102240000,1881020000,110690000,393150000,12900000,2.5e+09,39,28,69,136,107100000,1830190000,157870000,387630000,17210000,2.5e+09,17,16,58,91,-22,-12,-11
"1_205",40580000,625090000,130990000,231520000,1471820000,2.5e+09,44,30,79,153,41810000,608100000,150890000,226200000,1.473e+09,2.5e+09,25,25,69,119,-19,-5,-10
"1_206",144570000,1729910000,79800000,536400000,9320000,2.5e+09,38,29,59,126,146690000,1710800000,108380000,524960000,9170000,2.5e+09,18,15,67,100,-20,-14,8
"1_207",122150000,1965140000,124950000,272650000,15110000,2.5e+09,41,28,62,131,122810000,1940420000,155920000,269170000,11680000,2.5e+09,21,19,62,102,-20,-9,0
"1_208",172030000,1724640000,70970000,508740000,23620000,2.5e+09,37,29,67,133,179490000,1739370000,87590000,4.66e+08,27550000,2.5e+09,18,17,57,92,-19,-12,-10
"1_209",86690000,1586510000,283360000,478830000,64610000,2.5e+09,40,32,72,144,91760000,1554270000,344830000,441150000,67990000,2.5e+09,24,24,77,125,-16,-8,5
"1_210",135830000,1352160000,155620000,816120000,40270000,2.5e+09,39,29,68,136,141850000,1340220000,197460000,777910000,42560000,2.5e+09,19,22,73,114,-20,-7,5
"1_211",129650000,1703280000,103900000,547670000,15500000,2.5e+09,34,28,63,125,131340000,1655790000,142580000,551810000,18480000,2.5e+09,19,20,69,108,-15,-8,6
"1_212",810760000,523760000,540000,174230000,990710000,2.5e+09,30,29,62,121,1048150000,311990000,3830000,554740000,581290000,2.5e+09,21,12,56,89,-9,-17,-6
"1_213",105690000,2070470000,12160000,0,311680000,2.5e+09,31,27,62,120,130440000,1971240000,21030000,26530000,350760000,2.5e+09,23,18,72,113,-8,-9,10
"1_214",476550000,1254270000,7030000,31230000,730920000,2.5e+09,40,42,92,174,548870000,1245710000,14010000,28330000,663080000,2.5e+09,29,18,71,118,-11,-24,-21
"1_215",181910000,1949230000,6800000,4990000,357070000,2.5e+09,34,33,72,139,181450000,1915610000,12800000,20690000,369450000,2.5e+09,21,15,70,106,-13,-18,-2
"1_216",832090000,589140000,90280000,717830000,270660000,2.5e+09,35,37,71,143,838190000,567890000,114010000,717360000,262550000,2.5e+09,20,15,67,102,-15,-22,-4
"1_217",873500000,159330000,8640000,486100000,972430000,2.5e+09,34,36,78,148,1027320000,141850000,14600000,478780000,837450000,2.5e+09,23,17,68,108,-11,-19,-10
"1_218",449870000,1535440000,152210000,245050000,117430000,2.5e+09,28,26,51,105,477980000,1449260000,242070000,233380000,97310000,2.5e+09,20,16,55,91,-8,-10,4
"1_219",1371640000,761720000,42530000,113280000,210830000,2.5e+09,29,23,50,102,1215910000,737520000,66420000,104830000,375320000,2.5e+09,17,15,52,84,-12,-8,2
"1_220",261140000,2068690000,107120000,50980000,12070000,2.5e+09,39,32,58,129,258990000,2033450000,139510000,56450000,11600000,2.5e+09,19,17,61,97,-20,-15,3
"1_221",536380000,1595500000,32230000,108820000,227070000,2.5e+09,35,26,54,115,668630000,1570250000,52890000,107780000,100450000,2.5e+09,18,14,52,84,-17,-12,-2
"1_222",274950000,1777050000,99700000,330120000,18180000,2.5e+09,35,28,56,119,276380000,1748040000,117550000,335600000,22430000,2.5e+09,20,19,67,106,-15,-9,11
"1_223",586180000,1239560000,84900000,565260000,24100000,2.5e+09,38,30,71,139,590890000,1233970000,102590000,542970000,29580000,2.5e+09,22,20,70,112,-16,-10,-1
"1_224",524930000,1607940000,118530000,193780000,54820000,2.5e+09,44,29,69,142,517110000,1589080000,145190000,189900000,58720000,2.5e+09,21,22,74,117,-23,-7,5
"1_225",29850000,260420000,40150000,344060000,1825520000,2.5e+09,33,21,48,102,24740000,397660000,49300000,164700000,1863600000,2.5e+09,12,16,58,86,-21,-5,10
"1_226",158680000,443870000,59330000,681430000,1156690000,2.5e+09,38,24,58,120,122420000,681520000,83560000,382530000,1229970000,2.5e+09,13,15,53,81,-25,-9,-5
"1_227",48050000,147670000,14610000,645280000,1384920000,2240530000,33,20,54,107,32180000,339550000,23850000,413090000,1431860000,2240530000,10,12,47,69,-23,-8,-7
"1_228",5370000,75550000,5560000,232230000,1466730000,1785440000,30,18,48,96,15360000,65020000,7170000,213030000,1484860000,1785440000,9,12,54,75,-21,-6,6
"1_229",1890000,78430000,29480000,404970000,1829880000,2344650000,37,25,62,124,19470000,137360000,42730000,308490000,1836600000,2344650000,11,17,63,91,-26,-8,1
"1_230",41330000,115520000,187470000,580300000,1575380000,2.5e+09,33,16,44,93,39010000,86620000,197480000,594250000,1582640000,2.5e+09,10,19,46,75,-23,3,2
"1_231",22110000,225070000,46300000,887620000,1318570000,2499670000,32,16,43,91,28440000,199220000,66490000,887320000,1318200000,2499670000,9,15,44,68,-23,-1,1
"1_232",323120000,29270000,0,377660000,1769950000,2.5e+09,32,22,43,97,343600000,1770000,9070000,133160000,2012400000,2.5e+09,12,11,35,58,-20,-11,-8
"1_233",199420000,68520000,90520000,654370000,1487170000,2.5e+09,35,21,55,111,205810000,70210000,112730000,415200000,1696050000,2.5e+09,12,25,62,99,-23,4,7
"1_234",248470000,44640000,11300000,490690000,1704900000,2.5e+09,40,26,67,133,251290000,47160000,26380000,362150000,1813020000,2.5e+09,15,16,54,85,-25,-10,-13
"1_235",29600000,653710000,142240000,47080000,1627370000,2.5e+09,36,24,60,120,35330000,632450000,159170000,51590000,1621460000,2.5e+09,14,15,58,87,-22,-9,-2
"1_236",20640000,319350000,37250000,18520000,2101890000,2497650000,34,26,62,122,25450000,312910000,43600000,21090000,2094600000,2497650000,19,17,57,93,-15,-9,-5
"1_237",89290000,317310000,91340000,638070000,1362970000,2498980000,37,23,68,128,80320000,481030000,108150000,410380000,1419100000,2498980000,14,17,62,93,-23,-6,-6
"1_238",59970000,94990000,35130000,711920000,1597990000,2.5e+09,30,21,38,89,61820000,166480000,43940000,633900000,1593860000,2.5e+09,10,11,54,75,-20,-10,16
"1_239",238490000,391710000,22600000,1741120000,106080000,2.5e+09,35,19,57,111,196740000,828050000,36920000,1206750000,231540000,2.5e+09,8,15,52,75,-27,-4,-5
"1_240",127850000,348440000,85320000,709940000,1228450000,2.5e+09,32,23,58,113,121820000,368040000,99610000,670330000,1240200000,2.5e+09,12,15,64,91,-20,-8,6
"1_241",1.63e+08,622920000,141700000,1130780000,441600000,2.5e+09,35,25,60,120,168850000,839830000,163110000,871350000,456860000,2.5e+09,10,19,65,94,-25,-6,5
"1_242",234730000,43550000,5360000,1889090000,327270000,2.5e+09,41,26,59,126,256290000,12520000,15090000,1764150000,451950000,2.5e+09,9,16,56,81,-32,-10,-3
"1_243",98800000,148360000,175920000,1061110000,1015810000,2.5e+09,39,24,58,121,135240000,68570000,222140000,1043860000,1030190000,2.5e+09,10,22,69,101,-29,-2,11
"1_244",181070000,142980000,14040000,2002560000,159350000,2.5e+09,36,21,55,112,190250000,236680000,19540000,1619080000,434450000,2.5e+09,9,21,60,90,-27,0,5
"1_245",345770000,249810000,369530000,1276590000,258300000,2.5e+09,38,22,58,118,346070000,146770000,403740000,1112960000,490460000,2.5e+09,10,20,62,92,-28,-2,4
"1_246",40370000,86040000,38270000,747160000,1588160000,2.5e+09,41,27,68,136,31830000,17750000,53760000,742320000,1654340000,2.5e+09,16,27,75,118,-25,0,7
"1_247",251040000,21230000,13290000,789110000,1424300000,2498970000,39,25,57,121,217060000,20470000,21240000,697360000,1542840000,2498970000,8,17,59,84,-31,-8,2
"1_248",255310000,200550000,69410000,1646610000,328120000,2.5e+09,35,22,55,112,196220000,142730000,88450000,1583940000,488660000,2.5e+09,13,24,61,98,-22,2,6
"1_249",279510000,238040000,14620000,1819050000,148780000,2.5e+09,36,23,56,115,232460000,149730000,26760000,1847580000,243470000,2.5e+09,11,18,57,86,-25,-5,1
"1_250",31280000,92960000,182330000,249020000,1701910000,2257500000,33,20,57,110,22290000,128890000,195230000,205090000,1.706e+09,2257500000,13,23,64,100,-20,3,7
"1_251",239010000,48330000,10530000,997360000,1204770000,2.5e+09,41,29,68,138,249730000,189050000,16900000,631880000,1412440000,2.5e+09,12,27,59,98,-29,-2,-9
"1_252",99170000,85770000,49970000,1322900000,942190000,2.5e+09,36,23,61,120,118950000,275020000,59430000,1025010000,1021590000,2.5e+09,9,25,62,96,-27,2,1
"1_253",127920000,41760000,26050000,918360000,1385910000,2.5e+09,46,32,77,155,165070000,53390000,40360000,845600000,1395580000,2.5e+09,11,25,65,101,-35,-7,-12
"1_254",2.24e+08,185240000,471150000,1442480000,177130000,2.5e+09,35,21,48,104,231640000,1.57e+08,545880000,1117570000,447910000,2.5e+09,11,23,58,92,-24,2,10
"1_255",575620000,31050000,16030000,1516030000,361270000,2.5e+09,30,20,45,95,529380000,59880000,39280000,739360000,1132100000,2.5e+09,8,20,50,78,-22,0,5
"1_256",250110000,354660000,192540000,1087490000,615200000,2.5e+09,39,25,67,131,272820000,255550000,247330000,931650000,792650000,2.5e+09,10,20,56,86,-29,-5,-11
"1_257",572300000,84040000,22610000,1351050000,4.7e+08,2.5e+09,39,25,56,120,480800000,180150000,59490000,1114660000,664900000,2.5e+09,10,20,53,83,-29,-5,-3
"1_258",248590000,1450540000,120930000,151310000,528630000,2.5e+09,36,24,63,123,241410000,1437030000,145850000,158180000,517530000,2.5e+09,15,18,61,94,-21,-6,-2
"1_259",179460000,1777030000,144010000,198540000,200960000,2.5e+09,33,24,52,109,189500000,1743080000,173640000,201560000,192220000,2.5e+09,16,17,58,91,-17,-7,6
"1_260",275310000,1923330000,76220000,135210000,89930000,2.5e+09,34,24,57,115,289190000,1883750000,100990000,149870000,76200000,2.5e+09,13,14,54,81,-21,-10,-3
"1_261",414640000,1735990000,63880000,207910000,77580000,2.5e+09,32,22,42,96,443590000,1708900000,78400000,220880000,48230000,2.5e+09,11,14,50,75,-21,-8,8
"1_262",20580000,251810000,51520000,7e+06,1675380000,2006290000,32,21,50,103,20690000,234060000,66230000,10380000,1674930000,2006290000,13,17,53,83,-19,-4,3
"1_263",50220000,886460000,80770000,850020000,632530000,2.5e+09,40,25,70,135,81020000,807190000,108420000,867630000,635740000,2.5e+09,12,19,62,93,-28,-6,-8
"1_264",133680000,1431710000,119230000,806980000,8400000,2.5e+09,33,21,60,114,148310000,1259370000,159300000,927900000,5120000,2.5e+09,9,18,61,88,-24,-3,1
"1_265",546400000,796600000,698260000,391320000,67420000,2.5e+09,33,21,55,109,468300000,397840000,753430000,804410000,76020000,2.5e+09,12,21,62,95,-21,0,7
"1_266",274340000,803340000,203130000,335250000,883940000,2.5e+09,38,25,71,134,270150000,616090000,231940000,488930000,892890000,2.5e+09,16,25,71,112,-22,0,0
"1_267",144350000,1518890000,59760000,767790000,9210000,2.5e+09,33,22,53,108,192330000,1451660000,88320000,759110000,8580000,2.5e+09,8,20,58,86,-25,-2,5
"1_268",242580000,596450000,252420000,1107020000,301530000,2.5e+09,36,24,60,120,287400000,780810000,288860000,824800000,318130000,2.5e+09,12,24,67,103,-24,0,7
"1_269",67990000,1693800000,210400000,524350000,3460000,2.5e+09,33,20,53,106,74350000,1360080000,253520000,798840000,13210000,2.5e+09,9,19,59,87,-24,-1,6
"1_270",91710000,1563310000,202920000,622480000,19580000,2.5e+09,35,22,52,109,112670000,1322400000,254180000,780070000,30680000,2.5e+09,12,23,65,100,-23,1,13
"1_271",82590000,746650000,187680000,1471890000,11190000,2.5e+09,35,20,57,112,69230000,876870000,227700000,1304690000,21510000,2.5e+09,9,20,58,87,-26,0,1
"1_272",165690000,1306140000,140790000,849750000,37630000,2.5e+09,36,22,59,117,174820000,1234590000,164490000,876410000,49690000,2.5e+09,10,21,61,92,-26,-1,2
"1_273",111030000,300620000,256620000,1769360000,62370000,2.5e+09,39,26,62,127,107270000,356310000,291310000,1647940000,97170000,2.5e+09,11,26,67,104,-28,0,5
"1_274",84830000,1081890000,890310000,395720000,47250000,2.5e+09,35,23,58,116,81590000,969300000,917360000,466750000,6.5e+07,2.5e+09,15,23,65,103,-20,0,7
"1_275",19100000,116490000,177280000,715670000,1471460000,2.5e+09,38,27,61,126,22920000,93830000,213070000,680750000,1489430000,2.5e+09,17,28,72,117,-21,1,11
"1_276",99950000,173440000,409350000,1480920000,336340000,2.5e+09,35,21,59,115,94700000,111290000,450570000,1346490000,496950000,2.5e+09,11,23,66,100,-24,2,7
"1_277",161150000,180450000,575370000,1156930000,426100000,2.5e+09,38,22,58,118,130090000,145910000,6.25e+08,1035550000,563450000,2.5e+09,14,23,61,98,-24,1,3
"1_278",126330000,117510000,49240000,1838770000,368150000,2.5e+09,35,26,56,117,138670000,226980000,65010000,1367630000,701710000,2.5e+09,11,19,58,88,-24,-7,2
"1_279",128390000,11990000,30470000,1932710000,396440000,2.5e+09,38,25,56,119,137380000,17590000,41900000,1419560000,883570000,2.5e+09,16,24,67,107,-22,-1,11
"1_280",68440000,907180000,451600000,249620000,823160000,2.5e+09,36,23,67,126,72880000,695710000,507090000,406720000,817600000,2.5e+09,20,25,70,115,-16,2,3
"1_281",70810000,1202010000,33710000,537480000,655990000,2.5e+09,37,21,66,124,96550000,1159340000,48940000,500800000,694370000,2.5e+09,14,25,69,108,-23,4,3
"1_282",617570000,208680000,9720000,1192510000,471520000,2.5e+09,35,26,56,117,544490000,176450000,13140000,1046420000,719500000,2.5e+09,11,15,51,77,-24,-11,-5
"1_283",32470000,520130000,88590000,220290000,1372390000,2233870000,40,22,68,130,43220000,440410000,116730000,251520000,1381990000,2233870000,15,28,71,114,-25,6,3
"1_284",152250000,1353300000,119530000,135550000,739370000,2.5e+09,37,23,65,125,160210000,1328430000,146280000,131290000,733790000,2.5e+09,15,17,58,90,-22,-6,-7
