"cell50x50","ccv","log_ccv"
"29UPT1",14.4637126323379,2.06321827789023
"30STF3",13.0831108901516,2.05181235140418
"29UPU1",15.3872623172526,2.2376225308552
"29UPU2",7.77065862663775,1.64310112906994
"29UPU3",3.69156301647565,1.16631558060014
"29UPU4",8.79277826054065,1.94995467491476
"29UPV1",16.258621282068,2.55853831385326
"29UPV2",31.3995126936448,3.07281445285982
"29UPV3",11.1561961778914,2.17224266502318
"29UPV4",14.5635216215416,2.29035069067066
"29VPC3",8.45271028746175,2.0065984546383
"30SUK2",13.7487819309072,2.32485453539471
"29VPE4",9.36220372161406,2.03548630553705
"30SUG1",17.1011656341138,2.48069168332909
"30STG3",11.3910794302404,2.04694010889731
"30STG4",18.6862454749335,2.69700340836956
"30STH3",17.3130089016572,2.43139077704703
"30STH4",12.4896632722349,2.08417011088017
"30STJ3",5.81944860738814,1.55295790105269
"30STJ4",23.7981373355019,2.85747186557637
"30STK4",12.143070704248,1.69829530356997
"30SUF1",5.02273571005114,1.41455357939255
"30SUF2",2.27407984561473,0.733217889985121
"30SUF3",4.32753159521311,1.24160954050881
"30SUF4",2.24683179376317,0.809521132262851
"30SUG2",13.3829460067553,2.29247366689083
"30SUG3",13.4423622858416,2.24911266277075
"30SUG4",8.28348492279697,1.81924627316759
"30SUH1",11.2567820263921,2.29707232972782
"30SUH2",8.21083602310438,1.85541949459244
"30SUH3",8.50133619969574,1.86778172185034
"30SUH4",8.91488177512714,1.83458224489633
"30SUJ1",5.67396902573271,1.55842002530091
"30SUJ2",12.2542687635842,2.17665349288296
"30SUJ3",5.03266391700182,1.44975186093222
"30SUJ4",12.4817918763712,2.19117225041376
"30SUK4",21.3571138825272,2.45570713017609
"30SVF1",2.86221128779591,0.849850402141363
"30SVF3",1.98061702722051,0.331981909340396
"30SVG1",6.27570149429003,1.4782689618171
"30SVG2",4.52558357617947,1.36250161635968
"30SVG3",5.41577226501935,1.38229091866244
"30SVG4",2.87162346182937,0.7806481915969
"30SVH1",10.0570498978273,1.98538459724532
"30SVH2",11.9662543475958,1.97927700110148
"30SVH3",19.5094958537261,2.70196070719643
"30SVH4",6.19312597202668,1.68496348329657
"30SVJ1",13.107402223144,2.07658785725054
"30SVJ2",36.0828726459737,2.82373804830606
"30SVJ3",37.496311613041,3.22335106618357
"30SVJ4",44.0280474994053,3.24177769986494
"30SVK2",12.3816556592292,2.33835056628883
"30SVK4",13.1836979438142,2.36543224299114
"30SWF1",6.34945058873205,0.639932451529835
"30SWF3",6.50618807285024,1.45865255178119
"30SWG1",4.16537291332576,1.22115401800258
"30SWG2",2.52137458922856,0.66008785690622
"30SWG3",6.21464785869405,1.58035731231253
"30SWG4",3.90889310188606,1.17620876116783
"30SWH1",10.6666662223318,1.9950148089683
"30SWH2",4.13274691412451,1.15829056711676
"30TTN3",3.30902154803483,0.951667862507208
"30SWH3",6.11726481852144,1.5733079983887
"30SWH4",4.00877235568292,1.162222568819
"30SWJ1",21.5940367135801,2.72176304224496
"30SWJ2",22.0664264315991,2.67487181889149
