"cell50x50","SR_natural_ebba1","SR_human_dominated_ebba1","SR_natural_ebba2","SR_human_dominated_ebba2","deltaSR_bird_natural","deltaSR_bird_human_dominated","SR_natural_m_b2000","SR_human_dominated_m_b2000","SR_natural_m_a2015","SR_human_dominated_m_a2015","deltaSR_mammal_natural","deltaSR_mammal_human_dominated"
"35WNN2",32,109,31,109,-1,0,9,4,5,5,-4,1
"35WNN3",NA,NA,NA,NA,NA,NA,8,7,4,8,-4,1
"35WNN4",24,97,32,112,8,15,10,9,4,5,-6,-4
"35WNP1",27,96,28,107,1,11,3,4,4,8,1,4
"35WNP2",30,100,33,104,3,4,13,11,4,8,-9,-3
"35WNP3",27,88,35,108,8,20,7,9,4,5,-3,-4
"35WNP4",NA,NA,NA,NA,NA,NA,10,8,7,11,-3,3
"35WNQ1",27,91,33,99,6,8,5,6,4,6,-1,0
"35WNQ2",28,94,35,114,7,20,9,9,3,9,-6,0
"35WNQ3",27,89,32,101,5,12,10,6,3,2,-7,-4
"35WNQ4",NA,NA,NA,NA,NA,NA,11,12,6,8,-5,-4
"35WNR1",31,89,34,100,3,11,7,5,7,4,0,-1
"35WNR2",31,90,29,89,-2,-1,4,3,3,4,-1,1
"35WNR3",NA,NA,NA,NA,NA,NA,3,NA,1,NA,-2,NA
"35WNR4",28,76,26,82,-2,6,11,7,2,2,-9,-5
"35WNS1",33,88,33,95,0,7,10,9,6,8,-4,-1
"35WNS2",35,103,37,114,2,11,10,9,5,6,-5,-3
"35WNS3",NA,NA,NA,NA,NA,NA,10,12,8,13,-2,1
"35WNS4",NA,NA,NA,NA,NA,NA,3,1,4,1,1,0
"35WNT1",28,76,31,95,3,19,7,7,6,6,-1,-1
"35WNT2",33,76,30,93,-3,17,11,8,5,5,-6,-3
"35WNT3",33,62,38,80,5,18,7,9,8,12,1,3
"35WNT4",35,79,40,103,5,24,7,13,11,12,4,-1
"35WNU1",NA,NA,NA,NA,NA,NA,5,6,6,6,1,0
"35WNU2",24,55,23,62,-1,7,4,5,8,11,4,6
"35WNU3",NA,NA,NA,NA,NA,NA,2,4,3,3,1,-1
"35WNU4",28,55,35,62,7,7,2,4,8,8,6,4
"35WPM1",26,96,27,97,1,1,6,4,5,4,-1,0
"35WPM2",25,101,28,123,3,22,14,19,11,16,-3,-3
"35WPN1",31,103,32,103,1,0,3,2,5,5,2,3
"35WPN2",23,92,30,104,7,12,7,4,3,4,-4,0
"35WPP1",NA,NA,NA,NA,NA,NA,9,11,4,6,-5,-5
"35WPP2",35,116,37,138,2,22,9,14,5,9,-4,-5
"35WPQ1",NA,NA,NA,NA,NA,NA,1,NA,1,1,0,NA
"35WPR2",NA,NA,NA,NA,NA,NA,10,10,3,2,-7,-8
"36VUP3",NA,NA,NA,NA,NA,NA,6,11,6,18,0,7
"36VUP4",NA,NA,NA,NA,NA,NA,5,11,2,10,-3,-1
"36VUQ3",28,117,33,140,5,23,11,23,4,10,-7,-13
"36VUQ4",28,116,32,143,4,27,10,22,6,17,-4,-5
"36VUR3",NA,NA,NA,NA,NA,NA,8,7,4,2,-4,-5
"36VUR4",25,115,33,131,8,16,10,13,5,13,-5,0
"36VVQ1",NA,NA,NA,NA,NA,NA,7,10,3,5,-4,-5
"36VVQ2",NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA
"36VVR2",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"36WUS3",NA,NA,NA,NA,NA,NA,4,2,NA,2,NA,0
"36WUS4",NA,NA,NA,NA,NA,NA,7,6,5,6,-2,0
"36WUU4",NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"36WVC1",25,46,29,59,4,13,5,4,6,6,1,2
"36WVC2",NA,NA,NA,NA,NA,NA,6,13,7,11,1,-2
"36WVD2",NA,NA,NA,NA,NA,NA,6,5,8,8,2,3
